订单ID,订单日期,产品类别,产品名称,单价,数量,销售额,折扣率,地区,销售渠道,支付方式,客户满意度,配送天数
ORD202400704,2024-02-05,服装鞋帽,牛仔裤,192.06,1,182.46,0.05,华北,线上商城,支付宝,4.7,2
ORD202400705,2024-03-03,食品饮料,进口零食包,58.13,1,58.13,0.0,华东,线下门店,银行卡,4.6,2
ORD202400706,2024-10-02,食品饮料,坚果礼盒,81.66,3,244.98,0.0,华东,线上商城,支付宝,4.2,1
ORD202400707,2024-10-25,服装鞋帽,运动鞋,321.57,1,289.41,0.1,华南,直播带货,微信支付,4.7,4
ORD202400708,2024-09-04,家居用品,保温杯,70.19,2,133.36,0.05,华北,线下门店,微信支付,4.7,2
ORD202400709,2024-01-07,美妆个护,电动牙刷,251.98,1,251.98,0.0,华北,直播带货,微信支付,5.0,2
ORD202400710,2024-09-15,电子产品,蓝牙耳机,238.07,1,214.26,0.1,华中,线上商城,微信支付,4.9,3
ORD202400711,2024-11-27,电子产品,充电宝,133.54,2,253.73,0.05,华东,线上商城,支付宝,4.9,1
ORD202400712,2024-06-30,服装鞋帽,运动鞋,329.49,1,296.54,0.1,华东,线上商城,支付宝,4.3,1
ORD202400713,2024-10-31,家居用品,台灯,89.83,1,89.83,0.0,华南,线下门店,支付宝,4.6,3
ORD202400714,2024-04-25,食品饮料,橄榄油,94.82,1,90.08,,华北,线上商城,支付宝,4.4,2
ORD202400715,2024-12-24,美妆个护,香水,464.42,2,882.4,0.05,华东,线上商城,支付宝,,2
ORD202400716,2024-03-31,食品饮料,坚果礼盒,79.31,2,158.62,0.0,华南,线下门店,微信支付,5.0,2
ORD202400717,2024-05-28,食品饮料,进口零食包,66.06,2,132.12,0.0,华东,直播带货,支付宝,5.0,2
ORD202400718,2024-08-22,电子产品,智能手表,1034.37,1,930.93,0.1,华东,直播带货,微信支付,3.8,5
ORD202400719,2024-09-11,电子产品,笔记本电脑,6219.36,5,29541.96,0.05,华东,线上商城,货到付款,5.0,2
ORD202400720,2024-08-18,食品饮料,进口零食包,59.56,4,226.33,0.05,华中,线上商城,微信支付,4.1,4
ORD202400721,2024-11-09,电子产品,充电宝,122.4,3,330.48,0.1,华东,线下门店,微信支付,4.3,2
ORD202400722,2024-12-06,家居用品,记忆枕,140.47,3,421.41,0.0,华北,线上商城,银行卡,,3
ORD202400723,2024-01-26,家居用品,保温杯,72.39,3,217.17,0.0,东北,直播带货,支付宝,3.1,5
ORD202400724,2024-06-30,家居用品,记忆枕,146.52,5,732.6,0.0,华中,线下门店,微信支付,5.0,3
ORD202400725,2024-04-12,家居用品,记忆枕,152.44,1,152.44,0.0,华东,线下门店,微信支付,5.0,3
ORD202400726,2024-12-21,家居用品,保温杯,64.38,1,54.72,0.15,东北,线上商城,银行卡,3.6,5
ORD202400727,2024-05-04,服装鞋帽,T恤,70.17,1,66.66,0.05,华东,线下门店,支付宝,4.5,2
ORD202400728,2024-02-13,电子产品,智能手机,3040.14,1,2888.13,0.05,华南,直播带货,银行卡,4.6,4
ORD202400729,2024-09-21,电子产品,充电宝,106.91,200,21382.0,0.0,华东,线上商城,货到付款,4.6,3
ORD202400730,2024-11-05,食品饮料,进口零食包,58.02,1,49.32,0.15,华东,线上商城,微信支付,4.2,3
ORD202400731,2024-10-06,家居用品,台灯,94.9,3,284.7,0.0,华北,直播带货,支付宝,3.4,4
ORD202400732,2024-08-31,服装鞋帽,T恤,82.97,4,298.69,0.1,华北,线上商城,微信支付,4.0,3
ORD202400733,2024-03-02,服装鞋帽,羽绒服,532.56,1,479.3,0.1,华东,线下门店,货到付款,5.0,1
ORD202400734,2024-09-14,家居用品,台灯,87.05,1,87.05,0.0,华北,直播带货,支付宝,3.7,3
ORD202400735,2024-07-20,电子产品,充电宝,115.55,1,115.55,0.0,华南,线下门店,微信支付,4.5,3
ORD202400736,2024-11-12,食品饮料,坚果礼盒,75.99,3,216.57,0.05,华东,直播带货,微信支付,4.4,2
ORD202400737,2024-05-01,电子产品,蓝牙耳机,277.8,1,250.02,0.1,华中,线上商城,支付宝,4.3,4
ORD202400738,2024-01-16,食品饮料,红茶礼盒,97.05,1,97.05,0.0,西北,线上商城,支付宝,4.6,4
ORD202400739,2024-09-27,食品饮料,咖啡豆,65.69,1,65.69,0.0,华东,直播带货,银行卡,5.0,2
ORD202400740,2024-11-24,服装鞋帽,运动鞋,373.91,2,635.65,0.15,华北,线上商城,银行卡,3.6,3
ORD202400741,2024-10-18,电子产品,笔记本电脑,5448.91,1,5448.91,0.0,华东,线上商城,支付宝,4.6,2
ORD202400742,2024-03-21,食品饮料,坚果礼盒,88.91,1,84.46,0.05,华北,线上商城,微信支付,4.9,3
ORD202400743,2024-06-22,服装鞋帽,运动鞋,323.12,2,613.93,0.05,华东,直播带货,支付宝,3.4,3
ORD202400744,2024-10-15,食品饮料,坚果礼盒,83.93,1,75.54,0.1,华南,直播带货,支付宝,4.6,2
ORD202400745,2024-09-16,家居用品,保温杯,63.66,1,63.66,0.0,华东,线上商城,微信支付,4.4,2
ORD202400746,2024-10-09,服装鞋帽,牛仔裤,194.35,2,349.83,0.1,华南,线上商城,支付宝,4.6,4
ORD202400747,2024-01-30,家居用品,空气炸锅,390.1,1,390.1,0.0,西北,线上商城,微信支付,3.5,5
ORD202400748,2024-06-28,服装鞋帽,运动鞋,390.81,1,332.19,0.15,华北,线上商城,支付宝,5.0,2
ORD202400749,2024-04-22,服装鞋帽,T恤,89.46,3,254.96,0.05,华中,线上商城,银行卡,5.0,3
ORD202400750,2024-11-14,服装鞋帽,羽绒服,473.75,1,379.0,0.2,华东,直播带货,支付宝,5.0,2
ORD202400751,2024-11-28,美妆个护,面膜礼盒,111.33,3,300.59,0.1,华东,线上商城,银行卡,4.6,3
ORD202400752,2024-07-15,服装鞋帽,运动鞋,309.98,1,278.98,0.1,华北,直播带货,支付宝,3.4,3
ORD202400753,2024-05-14,食品饮料,进口零食包,60.39,1,54.35,0.1,华中,直播带货,货到付款,3.2,4
ORD202400754,2024-05-27,食品饮料,进口零食包,65.28,2,124.03,0.05,华东,线上商城,微信支付,4.9,2
ORD202400755,2024-02-13,食品饮料,进口零食包,61.96,2,123.92,0.0,华南,线上商城,微信支付,3.7,3
ORD202400756,2024-06-13,食品饮料,咖啡豆,73.74,1,73.74,0.0,华北,线下门店,微信支付,4.3,3
ORD202400757,2024-11-08,服装鞋帽,羽绒服,510.71,1,459.64,0.1,华东,线上商城,支付宝,5.0,3
ORD202400758,2024-04-04,美妆个护,电动牙刷,235.51,1,235.51,0.0,华东,直播带货,支付宝,5.0,3
ORD202400759,2024-11-03,家居用品,空气炸锅,331.83,1,265.46,0.2,华东,线上商城,微信支付,3.7,3
ORD202400760,2024-01-13,家居用品,保温杯,61.78,1,58.69,0.05,华北,线下门店,微信支付,4.7,3
ORD202400761,2024-11-07,家居用品,保温杯,65.21,3,156.5,0.2,西南,直播带货,货到付款,4.8,3
ORD202400762,2024-11-28,电子产品,智能手机,3640.28,5,14561.12,0.2,华北,线上商城,微信支付,5.0,1
ORD202400763,2024-08-29,美妆个护,防晒霜,93.32,1,88.65,0.05,华中,线上商城,微信支付,4.0,4
ORD202400764,2024-08-15,美妆个护,电动牙刷,220.47,1,220.47,0.0,华中,直播带货,微信支付,4.7,3
ORD202400765,2024-10-02,家居用品,记忆枕,157.83,2,299.88,0.05,西南,线上商城,支付宝,4.9,3
ORD202400766,2024-04-11,食品饮料,橄榄油,83.76,1,79.57,0.05,西南,直播带货,微信支付,4.2,5
ORD202400767,2024-02-07,电子产品,笔记本电脑,6528.4,4,24807.92,0.05,华东,直播带货,支付宝,5.0,2
ORD202400768,2024-02-25,食品饮料,坚果礼盒,76.75,4,276.3,0.1,华中,直播带货,微信支付,5.0,2
ORD202400769,2024-10-28,食品饮料,进口零食包,57.76,4,219.49,0.05,华南,线上商城,支付宝,4.8,4
ORD202400770,2024-09-09,家居用品,台灯,90.48,1,81.43,0.1,华东,线上商城,微信支付,5.0,2
ORD202400771,2024-08-08,服装鞋帽,帽子,61.26,1,58.2,0.05,华东,线上商城,支付宝,5.0,1
ORD202400772,2024-02-24,食品饮料,红茶礼盒,98.15,1,98.15,0.0,华东,线下门店,货到付款,,1
ORD202400773,2024-04-14,家居用品,台灯,88.02,1,88.02,0.0,西南,线上商城,支付宝,3.6,3
ORD202400774,2024-03-11,食品饮料,坚果礼盒,100.37,3,301.11,0.0,华南,线上商城,微信支付,5.0,3
ORD202400775,2024-06-10,食品饮料,坚果礼盒,86.24,4,275.97,,华东,线下门店,微信支付,4.9,2
ORD202400776,2024-07-11,食品饮料,咖啡豆,78.9,1,78.9,0.0,华北,线上商城,微信支付,5.0,3
ORD202400777,2024-04-19,电子产品,智能手机,3191.06,2,6382.12,0.0,华东,直播带货,微信支付,4.7,2
ORD202400778,2024-06-02,食品饮料,红茶礼盒,115.54,1,98.21,0.15,华南,线上商城,支付宝,5.0,3
ORD202400779,2024-08-16,家居用品,记忆枕,132.71,1,126.07,0.05,华南,线上商城,微信支付,4.8,4
ORD202400780,2024-12-17,家居用品,保温杯,60.47,1,51.4,0.15,华东,直播带货,支付宝,5.0,2
ORD202400781,2024-05-17,服装鞋帽,运动鞋,323.66,3,922.43,0.05,华北,线上商城,银行卡,4.8,1
ORD202400782,2024-03-07,服装鞋帽,羽绒服,590.24,1,531.22,0.1,华东,直播带货,银行卡,3.9,3
ORD202400783,2024-04-11,食品饮料,进口零食包,63.93,2,121.47,0.05,西南,线下门店,支付宝,4.9,4
ORD202400784,2024-09-26,电子产品,充电宝,130.49,1,123.97,0.05,华东,线上商城,微信支付,5.0,2
ORD202400785,2024-03-08,食品饮料,红茶礼盒,121.95,1,109.76,0.1,华东,直播带货,微信支付,4.4,3
ORD202400786,2024-06-08,美妆个护,电动牙刷,230.85,1,207.76,0.1,华北,线上商城,货到付款,4.8,2
ORD202400787,2024-05-22,服装鞋帽,帽子,55.11,1,49.6,0.1,华南,线下门店,微信支付,4.0,3
ORD202400788,2024-08-16,家居用品,台灯,79.44,1,79.44,0.0,西南,线下门店,支付宝,5.0,4
ORD202400789,2024-11-11,食品饮料,进口零食包,70.42,2,133.8,0.05,华东,线上商城,微信支付,3.9,2
ORD202400790,2024-01-03,家居用品,吸尘器,807.38,3,2179.93,0.1,华东,直播带货,支付宝,4.4,2
ORD202400791,2024-02-23,服装鞋帽,羽绒服,500.61,2,1001.22,0.0,华北,线上商城,支付宝,4.4,3
ORD202400792,2024-09-25,服装鞋帽,帽子,53.65,1,53.65,0.0,华北,线上商城,货到付款,4.5,2
ORD202400793,2024-03-13,家居用品,吸尘器,818.13,4,3108.89,0.05,华北,线上商城,微信支付,3.7,4
ORD202400794,2024-09-25,美妆个护,电动牙刷,196.18,1,196.18,0.0,华北,线下门店,支付宝,4.7,2
ORD202400795,2024-11-15,服装鞋帽,运动鞋,295.81,2,562.04,0.05,华北,线上商城,支付宝,5.0,2
ORD202400796,2024-07-25,食品饮料,进口零食包,66.81,2,133.62,0.0,华南,线上商城,支付宝,5.0,3
ORD202400797,2024-07-15,家居用品,台灯,92.83,5,417.74,0.1,华东,线上商城,支付宝,5.0,2
ORD202400798,2024-01-01,家居用品,空气炸锅,338.62,3,914.27,0.1,华南,线上商城,微信支付,4.5,4
ORD202400799,2024-06-08,食品饮料,红茶礼盒,111.01,3,316.38,0.05,东北,线下门店,银行卡,3.2,4
ORD202400800,2024-12-16,电子产品,充电宝,125.48,1,112.93,0.1,西南,直播带货,支付宝,4.7,3
